LAST NAME,FIRST NAME,DOB,POB,SSN,SEX,STREET NUMBER,STREET NAME,VOTER REG DATE,PARTY 
PFEIFER,SCOTT,1938/9/5,MEXICO,987-34-3314,MALE,674,SUNSET,1957/11/4,DEMOCRAT
WEINMAN,ISABELLA,1935/12/10,Alderwood,299-65-1517,FEMALE,1851,DOGWOOD,1957/11/4,REPUBLICAN
THURMAN,BECKY,1935/12/11,Oregon,650-02-3179,FEMALE,370,STURGEON,1957/11/5,DEMOCRAT
TURNER,ISAIAH,1935/12/11,Utah,383-63-3834,MALE,495,ALDER,1957/11/5,REPUBLICAN
LIND,THOMAS,1933/3/17,Alderwood,906-98-6103,MALE,945,CROWBERRY,1957/11/6,DEMOCRAT
THOMPSON,LAUREN,1935/12/12,ARIZONA,587-76-6530,MALE,285,NINETEENTH ,1957/11/6,REPUBLICAN
HAZELBAKER,LUKE,1935/12/13,Oregon,838-59-0158,MALE,735,BOMBAY,1957/11/7,REPUBLICAN
MORRIS,REBECAH,1934/7/31,Utah,385-94-3851,FEMALE,995,TIFFANY,1957/11/7,REPUBLICAN
CARTAGENA,ALYSSA,1937/4/27,Alderwood,259-96-7986,FEMALE,70,STRAWBERRY,1957/11/8,REPUBLICAN
MAHY,STEVEN,1935/12/14,Utah,634-52-9877,MALE,216,HAWTHORN,1957/11/8,REPUBLICAN
BAKER,KELLY,1935/12/15,KENTUCKY,814-63-9308,FEMALE,247,JAVANESE,1957/11/9,REPUBLICAN
BRYANT,CONNER,1934/8/2,Idaho,496-67-3824,MALE,44,PHEASANT,1957/11/9,REPUBLICAN
BUXTON,RICHARD,1938/9/11,Alderwood,153-33-2705,MALE,2968,MALAMUTE,1957/11/10,REPUBLICAN
SCHIELKE,OLIVIA,1935/12/16,Oregon,654-54-1335,FEMALE,886,POODLE,1957/11/10,INDEPENDENT
HELLAND,LUIS,1937/4/30,Utah,126-72-2824,MALE,143,THISTLE,1957/11/11,DEMOCRAT
WIBORG,ANGELA,1935/12/17,Alderwood,060-90-2150,FEMALE,84,POODLE,1957/11/11,REPUBLICAN
DANIELS,ABIGAIL,1938/9/13,Alderwood,560-93-1259,FEMALE,1068,ALDER,1957/11/12,DEMOCRAT
VARLEY,WILLIAM,1919/7/15,Alderwood,274-33-1504,MALE,1560,AIREDALE,1957/11/12,REPUBLICAN
HARTWELL,MICHELLE,1937/5/2,Oregon,385-63-2569,FEMALE,2734,BURMESE,1957/11/13,REPUBLICAN
JUNT,ISAAC,1938/9/14,Alderwood,531-34-2168,MALE,609,CORNFLOWER,1957/11/13,DEMOCRAT
BUSCHBACH,ROBERT,1938/9/15,Washington,968-54-4228,MALE,208,SECOND,1957/11/14,INDEPENDENT
COLEMAN,CHLOE,1920/11/28,Oregon,902-43-4323,FEMALE,574,COON,1957/11/14,DEMOCRAT
ELL,FRANK,1930/6/30,Utah,596-03-6740,MALE,420,SAFFLOWER,1957/11/15,DEMOCRAT
GLUKHOVA,AMY,1937/5/4,Alderwood,463-44-3813,FEMALE,1825,CORNFLOWER,1957/11/15,DEMOCRAT
CAMPBELL,KENNETH,1938/9/17,Utah,520-93-6009,MALE,131,BURMESE,1957/11/16,DEMOCRAT
KIMSEY,SOPHIA,1934/8/9,California,319-10-1971,FEMALE,219,LUPIN,1957/11/16,REPUBLICAN
NANNI,MELISSA,1937/5/6,Alderwood,713-39-1001,FEMALE,1015,TWELVTH,1957/11/17,DEMOCRAT
ROBERTS,GEORGE,1938/11/22,ARKANSAS,158-94-1534,MALE,579,SIXTH,1957/11/17,REPUBLICAN
CORRALES,MORGAN,1937/5/7,Alderwood,334-69-1015,FEMALE,376,KINNIKINICK,1957/11/18,REPUBLICAN
GARRETT,JEFFERY,1920/12/2,NORTH CAROLINA,412-66-8010,MALE,213,LABRADOR,1957/11/18,DEMOCRAT
BONDARCHUK,HEATHER,1935/12/25,Alderwood,759-63-9924,MALE,2247,BEARBERRY,1957/11/19,DEMOCRAT
PETERSON,CHARLES,1938/9/20,ARIZONA,711-24-1562,MALE,77,TWELVTH,1957/11/19,REPUBLICAN
KIMMEL,CHRISTOPHER,1935/12/26,Alderwood,133-42-2591,MALE,1883,CRANBERRY,1957/11/20,REPUBLICAN
KLICKER,JULIA,1938/9/21,Alderwood,344-01-6303,FEMALE,1481,NINETEENTH ,1957/11/20,REPUBLICAN
IRWIN,STEPHANIE,1920/12/5,Alderwood,556-66-7317,FEMALE,1184,TONKINESE,1957/11/21,REPUBLICAN
JURRUS,HARRY,1938/9/22,MEXICO,406-87-1877,MALE,266,TERRIER,1957/11/21,REPUBLICAN
BLAKE,JOHN,1938/9/23,Alderwood,933-81-7039,MALE,707,REX,1957/11/22,REPUBLICAN
SWIERINGA,KAITLYN,1938/11/27,Alderwood,934-93-7877,FEMALE,1535,ASIAN,1957/11/22,REPUBLICAN
CLARK,LAUREN,1937/5/12,Alderwood,226-30-2301,MALE,603,FOURTH,1957/11/23,REPUBLICAN
JACKSON,HAROLD,1935/12/29,Alderwood,993-15-3852,MALE,1798,GINGER,1957/11/23,INDEPENDENT
COVERT,BRIAN,1935/12/30,Montana,754-28-1150,MALE,34,BOXWOOD,1957/11/24,REPUBLICAN
O'LEARY,HAILEY,1920/12/8,Utah,958-80-8623,FEMALE,85,LUPIN,1957/11/24,DEMOCRAT
FRANKLIN,EDWARD,1935/12/31,NEW HAMPSHIRE,327-66-6548,MALE,71,SNOWSHOE,1957/11/25,DEMOCRAT
MAXWELL,NICOLE,1937/5/14,Alderwood,874-21-7595,FEMALE,2912,BIRCH,1957/11/25,REPUBLICAN
DAGLE,JASON,1934/8/19,Alderwood,426-74-3128,MALE,2478,PETERBALD,1957/11/26,REPUBLICAN
ERICKSON,KATHERINE,1936/1/1,Alderwood,444-89-9354,FEMALE,700,OAK,1957/11/26,DEMOCRAT
GUSSENHOVEN,AMANDA,1936/1/2,Alderwood,764-43-8987,FEMALE,82,CORGI,1957/11/27,INDEPENDENT
HULL,HENRY,1938/9/28,Alderwood,735-08-3324,MALE,2261,HAVANESE,1957/11/27,DEMOCRAT
LANE,SCOTT,1938/9/29,Alderwood,018-70-0636,MALE,1386,STRAWBERRY,1957/11/28,DEMOCRAT
PINZA,NICOLE,1938/9/29,Utah,155-15-6644,FEMALE,171,NINETEENTH ,1957/11/28,DEMOCRAT
RAMELOT,BRITTANY,1939/12/4,Alderwood,063-55-5395,FEMALE,1245,THIRD,1957/11/29,DEMOCRAT
WOOD,WALTER,1934/8/22,Alderwood,044-49-3822,MALE,3339,ASTER,1957/11/29,REPUBLICAN
POULSON,ALEXANDRA,1939/12/5,Alderwood,929-04-6199,MALE,669,RAGAMUFFIN,1957/11/30,REPUBLICAN
SHVARTSBURG,MATTHEW,1936/1/5,Alderwood,615-56-0440,MALE,2296,ASIAN,1957/11/30,DEMOCRAT
SEIM,RACHEL,1936/1/6,Oregon,564-76-4923,FEMALE,3889,TERRIER,1957/12/1,DEMOCRAT
SUSLICK,BERNIE,1936/1/6,Alderwood,044-17-3500,MALE,1722,PERSIAN,1957/12/1,REPUBLICAN
ANDERSON,DANIEL,1936/1/7,Alderwood,429-12-8713,MALE,1400,PINE,1957/12/2,DEMOCRAT
EVANS,SAVANNAH,1938/12/7,Alderwood,937-69-5677,FEMALE,2968,RAGAMUFFIN,1957/12/2,REPUBLICAN
GAUERKE,CHRISTIAN,1937/5/22,Alderwood,447-72-8776,MALE,2058,CORNFLOWER,1957/12/3,REPUBLICAN
POLLACK,MEGAN,1936/1/8,Alderwood,847-32-0793,FEMALE,2835,CLOUDBERRY,1957/12/3,REPUBLICAN
CHAMBERS,JOSHUA,1936/1/9,Alderwood,110-23-9470,MALE,1736,SIBERIAN,1957/12/4,REPUBLICAN
GILBERT,MACKENZIE,1938/12/9,NEW YORK,444-47-3984,FEMALE,279,HONEYSUCKLE,1957/12/4,REPUBLICAN
CRAIG,CARTER,1920/12/19,ARIZONA,271-53-9913,MALE,34,PALMETTO,1957/12/5,REPUBLICAN
HENDERSON,EMILY,1937/5/24,Alderwood,173-32-0515,FEMALE,413,CORGI,1957/12/5,REPUBLICAN
EIHOLZER,ALLISON,1938/10/7,Alderwood,065-69-2939,FEMALE,1638,MARIGOLD,1957/12/6,INDEPENDENT
KENNEDY,JUSTIN,1934/8/29,Montana,565-20-1917,MALE,130,THIRTEENTH,1957/12/6,REPUBLICAN
VILLARREAL,CASPER,1939/12/12,Alderwood,558-89-3384,MALE,849,HAVANESE,1957/12/7,DEMOCRAT
WIND,SARAH,1936/1/12,Utah,097-29-8269,FEMALE,1100,HAWTHORN,1957/12/7,REPUBLICAN
CHASE,JENNA,1936/1/13,Alderwood,132-34-5867,FEMALE,2436,TENTH,1957/12/8,DEMOCRAT
GRITSENKO,NEWTON,1937/5/27,FLORIDA,434-93-0578,MALE,485,LABRADOR,1957/12/8,REPUBLICAN
LIVESAY,TAYLOR,1938/10/10,Alderwood,632-65-1145,MALE,980,COLLIE,1957/12/9,REPUBLICAN
ORTON,JEFF,1934/9/1,Alderwood,467-50-8377,MALE,700,DOGWOOD,1957/12/9,DEMOCRAT
KNIGHT,RYAN,1938/10/11,Montana,553-10-0705,MALE,207,SIXTEENTH,1957/12/10,INDEPENDENT
MILES,FAITH,1936/1/15,California,012-87-8036,FEMALE,76,BROOM,1957/12/10,DEMOCRAT
MARES,KELVIN,1936/1/16,ALASKA,606-81-7807,MALE,112,SECOND,1957/12/11,DEMOCRAT
WEINBENDER,JESSICA,1920/12/25,Alderwood,159-36-4986,FEMALE,693,BASSET,1957/12/11,DEMOCRAT
FUNNELL,ANDREW,1936/1/17,ARIZONA,320-56-1962,MALE,257,ANGORA,1957/12/12,DEMOCRAT
SUTHERLAND,PAIGE,1938/10/13,Alderwood,576-42-5087,FEMALE,195,SERENGETI,1957/12/12,REPUBLICAN
TURNER,ROD,1939/12/18,Utah,832-25-0821,MALE,1020,SAFFLOWER,1957/12/13,REPUBLICAN
WHELAN,ASHLEY,1934/9/5,INDIANA,439-13-6289,FEMALE,20,MASTIFF,1957/12/13,DEMOCRAT
BYERS,MAKAYLA,1937/6/2,Alderwood,181-17-6102,FEMALE,2681,BROOM,1957/12/14,REPUBLICAN
SMYSER,NICHOLAS,1938/12/19,Alderwood,142-67-6994,MALE,1679,CROWBERRY,1957/12/14,DEMOCRAT
MILLER,PATRICK,1938/10/16,Washington,961-62-3423,MALE,190,BALINESE,1957/12/15,REPUBLICAN
SERKOWSKI,SAMANTHA,1937/6/3,Alderwood,836-75-8842,FEMALE,2954,MAPLE,1957/12/15,DEMOCRAT
LAMAR,TYLER,1938/10/17,Alderwood,149-67-5922,FEMALE,1087,AKITA,1957/12/16,REPUBLICAN
MITCHELL,BONNIE,1937/6/4,Utah,123-53-1897,FEMALE,100,SINGAPURA,1957/12/16,REPUBLICAN
DURBIN,DONOVAN,1938/12/22,Alderwood,356-50-7096,MALE,336,LAVENDER,1957/12/17,REPUBLICAN
PERKINS,MADISON,1937/6/5,Utah,004-17-1372,FEMALE,705,AIREDALE,1957/12/17,REPUBLICAN
LORENZO,Alex,1937/6/6,Alderwood,974-81-0002,MALE,3360,MALAMUTE,1957/12/18,REPUBLICAN
MCGARRY,JACOB,1938/10/19,Alderwood,003-62-2786,MALE,1577,STURGEON,1957/12/18,REPUBLICAN
AMES,Bonnie,1936/1/24,Washington,896-61-5417,FEMALE,31,SCOTTISH,1957/12/19,INDEPENDENT
RANDKLEV,HANNAH,1938/12/24,Oregon,760-41-1155,FEMALE,4051,ROSEMARY,1957/12/19,REPUBLICAN
KHALEEL,ZACHARY,1936/1/25,ARIZONA,983-57-7344,MALE,249,BLACKBERRY,1957/12/20,REPUBLICAN
MIKKELSEN,Charley,1937/6/8,Alderwood,682-26-8870,MALE,793,COLLIE,1957/12/20,DEMOCRAT
ADAMS,Danielle,1938/10/22,Alderwood,712-45-6295,FEMALE,1065,CHOWCHOW,1957/12/21,DEMOCRAT
COLLINS,KAYLA,1921/1/4,Alderwood,067-84-2596,FEMALE,2527,PINE,1957/12/21,REPUBLICAN
BLANKENSHIP,Earl,1938/10/23,Alderwood,478-65-9778,MALE,775,CORGI,1957/12/22,DEMOCRAT
BUXTON,BRANDON,1936/1/27,RHODE ISLAND,455-57-3600,MALE,520,MARIGOLD,1957/12/22,REPUBLICAN
CALLAHAN,Frances,1938/12/28,Alderwood,369-47-8551,MALE,5,BEARBERRY,1957/12/23,DEMOCRAT
CARTERET,ALEXIS,1936/1/28,ARKANSAS,451-56-1689,FEMALE,7,ELDERBERRY,1957/12/23,INDEPENDENT
DOWN,Gaston,1937/6/12,Alderwood,893-77-3337,MALE,1392,ASIAN,1957/12/24,DEMOCRAT
SCOTT,AUSTIN,1938/10/25,ARIZONA,855-53-4262,MALE,85,PINE,1957/12/24,DEMOCRAT
EBERHARDT,Hermine,1934/9/17,Alderwood,575-16-4099,FEMALE,1745,DAFFODIL,1957/12/25,REPUBLICAN
SEAVER,LISA,1938/10/26,Alderwood,630-14-1490,FEMALE,371,SEVENTEENTH,1957/12/25,DEMOCRAT
FERGUSON,Ivan,1934/9/18,MEXICO,584-39-8773,MALE,332,COON,1957/12/26,REPUBLICAN
MCFARLANE,ETHAN,1934/9/18,Alderwood,316-97-3715,MALE,308,SAGE,1957/12/26,DEMOCRAT
CARROTHERS,CHRISTINE,1940/1/1,Alderwood,341-97-0349,FEMALE,1869,ASTER,1957/12/27,DEMOCRAT
GRIGGS,Jeanne,1934/9/19,Alderwood,783-62-8893,FEMALE,180,AIREDALE,1957/12/27,REPUBLICAN
HENDRICK,Karl,1937/6/16,ARIZONA,995-83-7324,MALE,122,PEONY,1957/12/28,REPUBLICAN
ZAVERI,ANTHONY,1919/8/30,Washington,797-58-9065,MALE,838,ELDERBERRY,1957/12/28,DEMOCRAT
KEEFE,CHRISTINA,1936/2/3,ARIZONA,436-78-2960,FEMALE,37,ESKIMO,1957/12/29,REPUBLICAN
LARSON,Lisa,1936/2/3,Alderwood,803-92-8247,FEMALE,987,SIBERIAN,1957/12/29,REPUBLICAN
GEFFEN,ALEXANDER,1937/6/18,Alderwood,973-66-3572,MALE,3367,SINGAPURA,1957/12/30,REPUBLICAN
PLOSKEY,Matthew,1919/9/1,Alderwood,805-07-6942,MALE,762,GINGER,1957/12/30,REPUBLICAN
MOSTALA,TRACY,1939/1/5,Alderwood,855-84-7311,FEMALE,490,PIXIE,1957/12/31,REPUBLICAN
SHAW,Nicole,1934/9/23,Utah,216-89-2163,FEMALE,182,WOLFHOUND,1957/12/31,REPUBLICAN
DOWNARD,JONATHON,1921/1/15,MEXICO,395-45-2887,MALE,374,RAGDOLL,1958/1/1,REPUBLICAN
POND,Otto,1919/9/3,Alderwood,737-73-3640,MALE,1282,SUNFLOWER,1958/1/1,INDEPENDENT
PRATT,Paula,1936/2/7,Alderwood,863-77-7977,FEMALE,1323,SCOTTISH,1958/1/2,DEMOCRAT
SMET,KAREN,1938/11/3,Utah,959-16-8528,FEMALE,580,AKITA,1958/1/2,REPUBLICAN
DEITCHLER,DYLAN,1940/1/8,Alderwood,324-33-6897,FEMALE,520,CORNISH,1958/1/3,REPUBLICAN
LEDBETTER,Richard,1940/1/8,Utah,654-08-5864,MALE,930,MALAMUTE,1958/1/3,DEMOCRAT
PAYNE,SUSAN,1936/2/9,Alderwood,437-94-7283,FEMALE,1435,PERSIMMON,1958/1/4,REPUBLICAN
RICHARDS,Shary,1939/1/9,Alderwood,946-54-0121,FEMALE,1344,SAVANNAH,1958/1/4,DEMOCRAT
FORT,SAMUEL,1934/9/28,Montana,601-30-1143,MALE,210,GREYHOUND,1958/1/5,INDEPENDENT
OWINGS,Tomas,1936/2/10,Oregon,853-06-2446,MALE,2215,PIXIE,1958/1/5,DEMOCRAT
MAHONEY,TAMMY,1936/2/11,LOUISIANNA,426-46-6859,FEMALE,223,SAFFLOWER,1958/1/6,DEMOCRAT
PEDERSON,VirginiA,1938/11/7,Oregon,669-52-7160,FEMALE,3274,FIFTEENTH,1958/1/6,DEMOCRAT
BAMBERGER,JOSE,1936/2/12,Alderwood,437-49-9917,MALE,1328,SASKATOON,1958/1/7,DEMOCRAT
HERLING,Walter,1939/1/12,CONNECTICUT,007-65-4145,MALE,240,SIAMESE,1958/1/7,REPUBLICAN
ELMORE,Arlene,1937/6/27,Montana,792-31-8593,FEMALE,20,SPRUCE,1958/1/8,REPUBLICAN
PERRINE,TABITHA,1938/11/9,Alderwood,542-02-6790,FEMALE,538,COON,1958/1/8,DEMOCRAT
MEYER,BENJAMIN,1940/1/14,Alderwood,197-05-8624,MALE,1377,SIAMESE,1958/1/9,DEMOCRAT
PHELPS,Bret,1919/9/11,Oregon,172-57-5979,MALE,1171,SPHYNX,1958/1/9,REPUBLICAN
HOLTER,DEBORAH,1937/6/29,Idaho,719-90-2145,FEMALE,56,PAWPAW,1958/1/10,DEMOCRAT
MILLER,Cindy,1940/1/15,Alderwood,149-85-8341,FEMALE,1757,SASKATOON,1958/1/10,REPUBLICAN
ARP,NATHAN,1938/11/12,Montana,864-98-9488,MALE,184,BOBTAIL,1958/1/11,REPUBLICAN
FOWLER,Dennis,1937/6/30,Oregon,024-59-3136,MALE,3211,PERSIMMON,1958/1/11,REPUBLICAN
BURNETT,SANDRA,1937/7/1,Alderwood,304-85-3972,FEMALE,1464,SINGAPURA,1958/1/12,REPUBLICAN
YONKER,Emily,1936/2/17,Utah,035-66-1192,FEMALE,265,PAPILION,1958/1/12,REPUBLICAN
CASSIDY,Franklin,1938/11/14,Alderwood,761-38-9800,MALE,2065,LABRADOR,1958/1/13,REPUBLICAN
KUCHAR,LOGAN,1939/1/18,NEW HAMPSHIRE,316-10-6796,MALE,1451,TONKINESE,1958/1/13,REPUBLICAN
LONG,Gert,1936/2/19,Alderwood,933-57-7711,FEMALE,284,CLOUDBERRY,1958/1/14,INDEPENDENT
WHITING,PATRICIA,1937/7/3,OKLAHOMA,044-63-4614,FEMALE,365,ARROWOOD,1958/1/14,REPUBLICAN
MENDOZA,Harvey,1936/2/20,ARIZONA,462-37-5536,MALE,91,WOLFHOUND,1958/1/15,DEMOCRAT
SCHULZE,KEVIN,1936/2/20,Alderwood,956-73-8315,MALE,2639,MUM,1958/1/15,REPUBLICAN
BROCKMAN,Irene,1938/11/17,ILLINOIS,985-04-7123,FEMALE,98,FIRST ,1958/1/16,DEMOCRAT
GLASFORD,DONNA,1937/7/5,Utah,283-33-8413,FEMALE,280,BRITTANY,1958/1/16,REPUBLICAN
COOK,GABRIEL ,1938/11/18,Idaho,509-82-0625,MALE,81,GREYHOUND,1958/1/17,REPUBLICAN
SCHMORDE,Jose,1936/2/22,Alderwood,058-96-5371,MALE,530,MASTIFF,1958/1/17,DEMOCRAT
MEDVICK,LINDA,1938/11/19,Alderwood,232-71-2451,FEMALE,2079,BOBTAIL,1958/1/18,INDEPENDENT
SHARP,Katrina,1933/5/29,Alderwood,618-31-9259,FEMALE,1488,BORZOI,1958/1/18,DEMOCRAT
BYRUM,NOAH,1939/1/24,Utah,877-22-6442,MALE,830,BUTTONWOOD,1958/1/19,DEMOCRAT
VASQUEZ,Lee,1934/10/12,Alderwood,240-86-2861,MALE,1118,OAK,1958/1/19,DEMOCRAT
LAMBERSON,DEBRA,1937/7/9,ARIZONA,010-34-2346,FEMALE,113,LOCUST,1958/1/20,DEMOCRAT
SLEATER,Maria,1936/2/25,Alderwood,764-86-4154,FEMALE,967,NINTH,1958/1/20,REPUBLICAN
GREENWOOD,Nate,1936/2/26,Idaho,751-22-9046,MALE,172,STRAWBERRY,1958/1/21,REPUBLICAN
HUSTON,CALEB,1934/10/14,MEXICO,817-60-1387,MALE,31,SINGAPURA,1958/1/21,DEMOCRAT
FISHER,Ophelia,1938/11/23,ARIZONA,237-30-0767,FEMALE,184,BUFFALOBERRY,1958/1/22,REPUBLICAN
REITZ,BRENDA,1934/10/15,Alderwood,371-46-7871,MALE,371,SAVANNAH,1958/1/22,DEMOCRAT
BREDT,Philippe,1936/2/28,Utah,765-84-8632,MALE,196,POODLE,1958/1/23,REPUBLICAN
KANYID,JORDAN,1934/10/16,Montana,258-91-0471,MALE,119,SCHNAUZER,1958/1/23,DEMOCRAT
JORGENSEN,JASMINE,1937/7/13,NORTH DAKOTA,948-73-3901,FEMALE,594,FIFTH,1958/1/24,REPUBLICAN
SOMERS,Rita,1919/9/26,Alderwood,770-76-7774,FEMALE,1204,TENTH,1958/1/24,REPUBLICAN
HOLLAND,Stan,1937/7/14,Alderwood,754-69-3009,MALE,3206,BOXWOOD,1958/1/25,REPUBLICAN
MERRIMAN,HUNTER,1936/3/1,Montana,320-60-7435,MALE,105,PIXIE,1958/1/25,REPUBLICAN
GORANSON,SYDNEY,1919/9/28,Utah,171-35-1088,FEMALE,1075,OAK,1958/1/26,REPUBLICAN
SANDERS,Tammy,1938/11/27,LOUISIANNA,321-43-0121,FEMALE,453,FOURTEENTH,1958/1/26,REPUBLICAN
CLEMETSON,CAMERON,1934/10/20,Utah,211-65-0155,MALE,105,SUMAC,1958/1/27,REPUBLICAN
YOUNG,Vince,1937/7/16,Montana,646-43-0453,MALE,2,SECOND,1958/1/27,INDEPENDENT
GEORGE,VICTORIA,1919/9/30,Alderwood,682-92-2410,FEMALE,3311,BASENJI,1958/1/28,REPUBLICAN
SAPP,Wilma,1938/11/29,Alderwood,255-93-8181,FEMALE,1812,CORGI,1958/1/28,DEMOCRAT
ANDRIE,Alberto,1937/7/18,Alderwood,595-96-6597,MALE,3311,COLLIE,1958/1/29,DEMOCRAT
MILLSAP,KYLE,1936/3/5,Utah,402-74-1684,MALE,715,PRICKLYPEAR,1958/1/29,REPUBLICAN
BAUM,Beryl,1921/2/13,Alderwood,924-31-7183,FEMALE,1743,HONEYSUCKLE,1958/1/30,DEMOCRAT
SNYDER,ANNA,1940/2/4,Alderwood,147-41-3698,FEMALE,1260,SUNSET,1958/1/30,REPUBLICAN
LIBBY,ELIJAH,1939/2/5,ARIZONA,610-40-8879,MALE,215,MAPLE,1958/1/31,INDEPENDENT
PETERSON,Chris,1936/3/7,MEXICO,389-03-4722,MALE,125,HOLLY,1958/1/31,DEMOCRAT
DESCHANE,Debby,1936/3/8,MASSACHUSETTS,355-25-6055,FEMALE,304,SEVENTEENTH,1958/2/1,DEMOCRAT
ROBINSON,BRIANNA,1936/3/8,Alderwood,544-80-1349,FEMALE,168,ALDER,1958/2/1,DEMOCRAT
KRAFT,JASON,1938/12/4,LOUISIANNA,992-59-3998,MALE,111,POODLE,1958/2/2,DEMOCRAT
WEBER,Ernesto,1921/2/16,Alderwood,324-54-7013,MALE,931,SPANIEL,1958/2/2,REPUBLICAN
BILYARD,Florence,1938/12/5,Alderwood,177-89-7171,FEMALE,1672,RAGDOLL,1958/2/3,REPUBLICAN
ORTEGA,JESSICA,1939/2/8,Montana,082-77-9755,FEMALE,119,SAVANNAH,1958/2/3,DEMOCRAT
KENNEDY,JACK,1937/7/24,ARIZONA,526-12-0729,MALE,707,OLIVE,1958/2/4,DEMOCRAT
TINKER,Gordon,1937/7/24,MEXICO,148-15-5087,MALE,269,CORALBERRY,1958/2/4,REPUBLICAN
CLEMENT,Helene,1936/3/12,Alderwood,545-70-4639,FEMALE,518,PHEASANT,1958/2/5,REPUBLICAN
MCADIE,GRACE,1919/10/8,Alderwood,912-59-7474,FEMALE,58,TWELVTH,1958/2/5,DEMOCRAT
FISHER,AARON,1940/2/11,ARIZONA,617-67-8272,MALE,2,TENTH,1958/2/6,REPUBLICAN
WEIMAR,Isaac,1937/7/26,Utah,081-98-7928,MALE,450,SEVENTEENTH,1958/2/6,REPUBLICAN
NIESEN,ISABELLA,1937/7/27,Alderwood,615-83-3774,FEMALE,1379,FIRST ,1958/2/7,REPUBLICAN
SHAY,Joyce,1934/10/31,Wyoming,672-80-1071,FEMALE,650,PEONY,1958/2/7,REPUBLICAN
BROWN,Kirk,1936/3/15,Alderwood,028-73-6583,MALE,1953,CHOWCHOW,1958/2/8,REPUBLICAN
RITT,ISAIAH,1936/3/15,Alderwood,205-12-7773,MALE,2310,SUNSET,1958/2/8,REPUBLICAN
DIXON,Leslie,1938/12/11,Oregon,153-71-9370,FEMALE,2221,ROSEHIP,1958/2/9,INDEPENDENT
HAHN,LAUREN,1938/12/11,Washington,914-47-6112,MALE,148,EIGHTEENTH,1958/2/9,REPUBLICAN
REICHMUTH,LUKE,1936/3/17,Alderwood,163-40-7703,MALE,2653,ELDERBERRY,1958/2/10,REPUBLICAN
SHAVER,Michael,1940/2/15,Alderwood,878-76-0982,MALE,504,ROSEHIP,1958/2/10,DEMOCRAT
BARRETT,Nadine,1936/3/18,PENNSYLVANIA,500-98-8789,FEMALE,672,ANGORA,1958/2/11,DEMOCRAT
ROSS,ALYSSA,1936/3/18,California,139-31-5176,FEMALE,13,CLOUDBERRY,1958/2/11,REPUBLICAN
PRICE,Oscar,1936/3/19,Oregon,169-88-0355,MALE,151,BALINESE,1958/2/12,DEMOCRAT
STOECKLEIN,CONNER,1938/12/14,Alderwood,358-06-1862,MALE,224,BLACKBERRY,1958/2/12,REPUBLICAN
NEIDERHISER,Patty,1936/3/20,Alderwood,124-84-9956,FEMALE,1688,BEARBERRY,1958/2/13,DEMOCRAT
RAGAN,OLIVIA,1936/3/20,Alderwood,631-21-3888,FEMALE,1156,BORZOI,1958/2/13,INDEPENDENT
LUKSO,LUIS,1933/6/25,Utah,730-96-9716,MALE,675,SEVENTEENTH,1958/2/14,DEMOCRAT
ZOHN,Rafael,1936/3/21,LOUISIANNA,543-16-5268,MALE,373,PINE,1958/2/14,DEMOCRAT
GRABNER,ABIGAIL,1934/11/8,Oregon,216-46-3901,FEMALE,1831,SPANIEL,1958/2/15,DEMOCRAT
HUESTIES,Sandy,1936/3/22,MEXICO,697-82-9853,FEMALE,659,BIRCH,1958/2/15,REPUBLICAN
SMYSER,ISAAC,1936/3/23,Alderwood,743-78-4919,MALE,564,FOXGLOVE,1958/2/16,DEMOCRAT
STEPHENSON,Tony,1937/8/5,Alderwood,217-81-0717,MALE,3269,CHERRY,1958/2/16,REPUBLICAN
BARNABY,CHLOE,1936/3/24,Utah,108-31-2578,FEMALE,38,PALMETTO,1958/2/17,DEMOCRAT
GEIST,Valerie,1934/11/10,Alderwood,208-97-6544,FEMALE,3318,SPANIEL,1958/2/17,REPUBLICAN
DAHL,FRANK,1938/12/20,Alderwood,708-27-4081,MALE,2268,HAWTHORN,1958/2/18,DEMOCRAT
VERMEUL,William,1936/3/25,Alderwood,766-90-6673,MALE,1215,BITTERSWEET,1958/2/18,REPUBLICAN
DOCKENDORFF,SOPHIA,1936/3/26,Utah,673-39-0739,FEMALE,1080,PINSCHER,1958/2/19,REPUBLICAN
SACKSCHEWSKY,Andrea,1937/8/8,Alderwood,526-57-2714,FEMALE,575,REX,1958/2/19,REPUBLICAN
BURNS,Barry,1938/12/22,KENTUCKY,476-67-5709,MALE,22,PEONY,1958/2/20,REPUBLICAN
GRASHER,GEORGE,1919/10/23,Mexico,702-76-2174,MALE,380,MUNCHKIN,1958/2/20,REPUBLICAN
ALLESSIO,Chantal,1938/12/23,Utah,620-54-2178,FEMALE,120,BITTERSWEET,1958/2/21,REPUBLICAN
CREER,MORGAN,1937/8/10,Alderwood,399-16-8443,FEMALE,1176,MASTIFF,1958/2/21,REPUBLICAN
JENKINS,CHARLES,1938/12/24,Alderwood,580-90-8748,MALE,1995,SPHYNX,1958/2/22,REPUBLICAN
NEWCOMER,Dean,1921/3/8,Utah,278-18-8611,MALE,46,SAGUARO,1958/2/22,INDEPENDENT
BARCHET,Erin,1930/10/8,MASSACHUSETTS,766-17-9975,FEMALE,129,MALAMUTE,1958/2/23,DEMOCRAT
